Curso de ingreso;Comunidad autónoma;Sexo;Años desde el ingreso;Situación educativa;Total
2020-2021;Castilla-La Mancha;Hombres;3er año;Matriculados otro ciclo;8,6
2020-2021;Castilla-La Mancha;Hombres;3er año;Bachillerato;0,9
2020-2021;Castilla-La Mancha;Hombres;3er año;Otras Enseñanzas;0,9
2020-2021;Castilla-La Mancha;Hombres;3er año;Sin Matricula;26,5
2020-2021;Castilla-La Mancha;Hombres;4º año;TOTAL;100,0
2020-2021;Castilla-La Mancha;Hombres;4º año;Terminan años anteriores;54,8
2020-2021;Castilla-La Mancha;Hombres;4º año;Matriculado mismo ciclo;7,0
2020-2021;Castilla-La Mancha;Hombres;4º año;Matriculados otro ciclo;5,6
2020-2021;Castilla-La Mancha;Hombres;4º año;Bachillerato;0,6
2020-2021;Castilla-La Mancha;Hombres;4º año;Otras Enseñanzas;1,0
2020-2021;Castilla-La Mancha;Hombres;4º año;Sin Matricula;31,0
2020-2021;Castilla-La Mancha;Hombres;5º año;TOTAL;..
2020-2021;Castilla-La Mancha;Hombres;5º año;Terminan años anteriores;..
2020-2021;Castilla-La Mancha;Hombres;5º año;Matriculado mismo ciclo;..
2020-2021;Castilla-La Mancha;Hombres;5º año;Matriculados otro ciclo;..
2020-2021;Castilla-La Mancha;Hombres;5º año;Bachillerato;..
2020-2021;Castilla-La Mancha;Hombres;5º año;Otras Enseñanzas;..
2020-2021;Castilla-La Mancha;Hombres;5º año;Sin Matricula;..
2020-2021;Castilla-La Mancha;Mujeres;2º año;TOTAL;100,0
2020-2021;Castilla-La Mancha;Mujeres;2º año;Terminan años anteriores;.
2020-2021;Castilla-La Mancha;Mujeres;2º año;Matriculado mismo ciclo;79,6
2020-2021;Castilla-La Mancha;Mujeres;2º año;Matriculados otro ciclo;4,9
2020-2021;Castilla-La Mancha;Mujeres;2º año;Bachillerato;0,9
2020-2021;Castilla-La Mancha;Mujeres;2º año;Otras Enseñanzas;0,9
2020-2021;Castilla-La Mancha;Mujeres;2º año;Sin Matricula;13,7
2020-2021;Castilla-La Mancha;Mujeres;3er año;TOTAL;100,0
2020-2021;Castilla-La Mancha;Mujeres;3er año;Terminan años anteriores;54,0
2020-2021;Castilla-La Mancha;Mujeres;3er año;Matriculado mismo ciclo;19,0
2020-2021;Castilla-La Mancha;Mujeres;3er año;Matriculados otro ciclo;6,0
2020-2021;Castilla-La Mancha;Mujeres;3er año;Bachillerato;0,5
2020-2021;Castilla-La Mancha;Mujeres;3er año;Otras Enseñanzas;1,2
2020-2021;Castilla-La Mancha;Mujeres;3er año;Sin Matricula;19,4
2020-2021;Castilla-La Mancha;Mujeres;4º año;TOTAL;100,0
2020-2021;Castilla-La Mancha;Mujeres;4º año;Terminan años anteriores;67,7
2020-2021;Castilla-La Mancha;Mujeres;4º año;Matriculado mismo ciclo;5,1
2020-2021;Castilla-La Mancha;Mujeres;4º año;Matriculados otro ciclo;4,5
2020-2021;Castilla-La Mancha;Mujeres;4º año;Bachillerato;0,5
2020-2021;Castilla-La Mancha;Mujeres;4º año;Otras Enseñanzas;1,2
2020-2021;Castilla-La Mancha;Mujeres;4º año;Sin Matricula;21,0
2020-2021;Castilla-La Mancha;Mujeres;5º año;TOTAL;..
2020-2021;Castilla-La Mancha;Mujeres;5º año;Terminan años anteriores;..
2020-2021;Castilla-La Mancha;Mujeres;5º año;Matriculado mismo ciclo;..
2020-2021;Castilla-La Mancha;Mujeres;5º año;Matriculados otro ciclo;..
2020-2021;Castilla-La Mancha;Mujeres;5º año;Bachillerato;..
2020-2021;Castilla-La Mancha;Mujeres;5º año;Otras Enseñanzas;..
2020-2021;Castilla-La Mancha;Mujeres;5º año;Sin Matricula;..
2020-2021;Cataluña;AMBOS SEXOS;2º año;TOTAL;100,0
2020-2021;Cataluña;AMBOS SEXOS;2º año;Terminan años anteriores;.
2020-2021;Cataluña;AMBOS SEXOS;2º año;Matriculado mismo ciclo;77,4
2020-2021;Cataluña;AMBOS SEXOS;2º año;Matriculados otro ciclo;5,5
2020-2021;Cataluña;AMBOS SEXOS;2º año;Bachillerato;0,7
2020-2021;Cataluña;AMBOS SEXOS;2º año;Otras Enseñanzas;1,4
2020-2021;Cataluña;AMBOS SEXOS;2º año;Sin Matricula;15,0
2020-2021;Cataluña;AMBOS SEXOS;3er año;TOTAL;100,0
2020-2021;Cataluña;AMBOS SEXOS;3er año;Terminan años anteriores;55,0
2020-2021;Cataluña;AMBOS SEXOS;3er año;Matriculado mismo ciclo;15,6
2020-2021;Cataluña;AMBOS SEXOS;3er año;Matriculados otro ciclo;6,0
2020-2021;Cataluña;AMBOS SEXOS;3er año;Bachillerato;0,5
2020-2021;Cataluña;AMBOS SEXOS;3er año;Otras Enseñanzas;1,7
2020-2021;Cataluña;AMBOS SEXOS;3er año;Sin Matricula;21,1
2020-2021;Cataluña;AMBOS SEXOS;4º año;TOTAL;100,0
2020-2021;Cataluña;AMBOS SEXOS;4º año;Terminan años anteriores;64,3
2020-2021;Cataluña;AMBOS SEXOS;4º año;Matriculado mismo ciclo;4,5
2020-2021;Cataluña;AMBOS SEXOS;4º año;Matriculados otro ciclo;3,7
2020-2021;Cataluña;AMBOS SEXOS;4º año;Bachillerato;0,3
2020-2021;Cataluña;AMBOS SEXOS;4º año;Otras Enseñanzas;1,9
2020-2021;Cataluña;AMBOS SEXOS;4º año;Sin Matricula;25,4
2020-2021;Cataluña;AMBOS SEXOS;5º año;TOTAL;..
2020-2021;Cataluña;AMBOS SEXOS;5º año;Terminan años anteriores;..
2020-2021;Cataluña;AMBOS SEXOS;5º año;Matriculado mismo ciclo;..
2020-2021;Cataluña;AMBOS SEXOS;5º año;Matriculados otro ciclo;..
2020-2021;Cataluña;AMBOS SEXOS;5º año;Bachillerato;..
2020-2021;Cataluña;AMBOS SEXOS;5º año;Otras Enseñanzas;..
2020-2021;Cataluña;AMBOS SEXOS;5º año;Sin Matricula;..
2020-2021;Cataluña;Hombres;2º año;TOTAL;100,0
2020-2021;Cataluña;Hombres;2º año;Terminan años anteriores;.
2020-2021;Cataluña;Hombres;2º año;Matriculado mismo ciclo;75,6
2020-2021;Cataluña;Hombres;2º año;Matriculados otro ciclo;6,5
2020-2021;Cataluña;Hombres;2º año;Bachillerato;0,7
2020-2021;Cataluña;Hombres;2º año;Otras Enseñanzas;1,6
2020-2021;Cataluña;Hombres;2º año;Sin Matricula;15,5
2020-2021;Cataluña;Hombres;3er año;TOTAL;100,0
2020-2021;Cataluña;Hombres;3er año;Terminan años anteriores;49,6
2020-2021;Cataluña;Hombres;3er año;Matriculado mismo ciclo;17,4
2020-2021;Cataluña;Hombres;3er año;Matriculados otro ciclo;7,1
2020-2021;Cataluña;Hombres;3er año;Bachillerato;0,5
2020-2021;Cataluña;Hombres;3er año;Otras Enseñanzas;1,9
2020-2021;Cataluña;Hombres;3er año;Sin Matricula;23,6
2020-2021;Cataluña;Hombres;4º año;TOTAL;100,0
2020-2021;Cataluña;Hombres;4º año;Terminan años anteriores;59,4
2020-2021;Cataluña;Hombres;4º año;Matriculado mismo ciclo;5,1
2020-2021;Cataluña;Hombres;4º año;Matriculados otro ciclo;4,2
2020-2021;Cataluña;Hombres;4º año;Bachillerato;0,3
2020-2021;Cataluña;Hombres;4º año;Otras Enseñanzas;1,9
2020-2021;Cataluña;Hombres;4º año;Sin Matricula;28,9
2020-2021;Cataluña;Hombres;5º año;TOTAL;..
2020-2021;Cataluña;Hombres;5º año;Terminan años anteriores;..
2020-2021;Cataluña;Hombres;5º año;Matriculado mismo ciclo;..
2020-2021;Cataluña;Hombres;5º año;Matriculados otro ciclo;..
2020-2021;Cataluña;Hombres;5º año;Bachillerato;..
2020-2021;Cataluña;Hombres;5º año;Otras Enseñanzas;..
2020-2021;Cataluña;Hombres;5º año;Sin Matricula;..
2020-2021;Cataluña;Mujeres;2º año;TOTAL;100,0
2020-2021;Cataluña;Mujeres;2º año;Terminan años anteriores;.
2020-2021;Cataluña;Mujeres;2º año;Matriculado mismo ciclo;79,9
2020-2021;Cataluña;Mujeres;2º año;Matriculados otro ciclo;4,1
2020-2021;Cataluña;Mujeres;2º año;Bachillerato;0,7
2020-2021;Cataluña;Mujeres;2º año;Otras Enseñanzas;1,0
2020-2021;Cataluña;Mujeres;2º año;Sin Matricula;14,2
2020-2021;Cataluña;Mujeres;3er año;TOTAL;100,0
2020-2021;Cataluña;Mujeres;3er año;Terminan años anteriores;62,6
2020-2021;Cataluña;Mujeres;3er año;Matriculado mismo ciclo;13,3
2020-2021;Cataluña;Mujeres;3er año;Matriculados otro ciclo;4,6
2020-2021;Cataluña;Mujeres;3er año;Bachillerato;0,5
2020-2021;Cataluña;Mujeres;3er año;Otras Enseñanzas;1,5
2020-2021;Cataluña;Mujeres;3er año;Sin Matricula;17,6
2020-2021;Cataluña;Mujeres;4º año;TOTAL;100,0
2020-2021;Cataluña;Mujeres;4º año;Terminan años anteriores;71,2
2020-2021;Cataluña;Mujeres;4º año;Matriculado mismo ciclo;3,5
2020-2021;Cataluña;Mujeres;4º año;Matriculados otro ciclo;2,9
2020-2021;Cataluña;Mujeres;4º año;Bachillerato;0,2
2020-2021;Cataluña;Mujeres;4º año;Otras Enseñanzas;1,8
2020-2021;Cataluña;Mujeres;4º año;Sin Matricula;20,4
2020-2021;Cataluña;Mujeres;5º año;TOTAL;..
2020-2021;Cataluña;Mujeres;5º año;Terminan años anteriores;..
2020-2021;Cataluña;Mujeres;5º año;Matriculado mismo ciclo;..
2020-2021;Cataluña;Mujeres;5º año;Matriculados otro ciclo;..
2020-2021;Cataluña;Mujeres;5º año;Bachillerato;..
2020-2021;Cataluña;Mujeres;5º año;Otras Enseñanzas;..
2020-2021;Cataluña;Mujeres;5º año;Sin Matricula;..
2020-2021;Comunitat Valenciana;AMBOS SEXOS;2º año;TOTAL;100,0
2020-2021;Comunitat Valenciana;AMBOS SEXOS;2º año;Terminan años anteriores;.
2020-2021;Comunitat Valenciana;AMBOS SEXOS;2º año;Matriculado mismo ciclo;77,1
2020-2021;Comunitat Valenciana;AMBOS SEXOS;2º año;Matriculados otro ciclo;6,5
2020-2021;Comunitat Valenciana;AMBOS SEXOS;2º año;Bachillerato;0,6
2020-2021;Comunitat Valenciana;AMBOS SEXOS;2º año;Otras Enseñanzas;0,9
2020-2021;Comunitat Valenciana;AMBOS SEXOS;2º año;Sin Matricula;14,9
2020-2021;Comunitat Valenciana;AMBOS SEXOS;3er año;TOTAL;100,0
2020-2021;Comunitat Valenciana;AMBOS SEXOS;3er año;Terminan años anteriores;54,0
2020-2021;Comunitat Valenciana;AMBOS SEXOS;3er año;Matriculado mismo ciclo;15,1
2020-2021;Comunitat Valenciana;AMBOS SEXOS;3er año;Matriculados otro ciclo;6,6
2020-2021;Comunitat Valenciana;AMBOS SEXOS;3er año;Bachillerato;0,6
2020-2021;Comunitat Valenciana;AMBOS SEXOS;3er año;Otras Enseñanzas;1,1
2020-2021;Comunitat Valenciana;AMBOS SEXOS;3er año;Sin Matricula;22,6
2020-2021;Comunitat Valenciana;AMBOS SEXOS;4º año;TOTAL;100,0
2020-2021;Comunitat Valenciana;AMBOS SEXOS;4º año;Terminan años anteriores;64,7
2020-2021;Comunitat Valenciana;AMBOS SEXOS;4º año;Matriculado mismo ciclo;4,2
2020-2021;Comunitat Valenciana;AMBOS SEXOS;4º año;Matriculados otro ciclo;4,4
2020-2021;Comunitat Valenciana;AMBOS SEXOS;4º año;Bachillerato;0,3
2020-2021;Comunitat Valenciana;AMBOS SEXOS;4º año;Otras Enseñanzas;1,1
2020-2021;Comunitat Valenciana;AMBOS SEXOS;4º año;Sin Matricula;25,2
2020-2021;Comunitat Valenciana;AMBOS SEXOS;5º año;TOTAL;..
2020-2021;Comunitat Valenciana;AMBOS SEXOS;5º año;Terminan años anteriores;..
2020-2021;Comunitat Valenciana;AMBOS SEXOS;5º año;Matriculado mismo ciclo;..
2020-2021;Comunitat Valenciana;AMBOS SEXOS;5º año;Matriculados otro ciclo;..
2020-2021;Comunitat Valenciana;AMBOS SEXOS;5º año;Bachillerato;..
2020-2021;Comunitat Valenciana;AMBOS SEXOS;5º año;Otras Enseñanzas;..
2020-2021;Comunitat Valenciana;AMBOS SEXOS;5º año;Sin Matricula;..
2020-2021;Comunitat Valenciana;Hombres;2º año;TOTAL;100,0
2020-2021;Comunitat Valenciana;Hombres;2º año;Terminan años anteriores;.
2020-2021;Comunitat Valenciana;Hombres;2º año;Matriculado mismo ciclo;74,1
2020-2021;Comunitat Valenciana;Hombres;2º año;Matriculados otro ciclo;7,8
2020-2021;Comunitat Valenciana;Hombres;2º año;Bachillerato;0,7
2020-2021;Comunitat Valenciana;Hombres;2º año;Otras Enseñanzas;1,0
2020-2021;Comunitat Valenciana;Hombres;2º año;Sin Matricula;16,4
2020-2021;Comunitat Valenciana;Hombres;3er año;TOTAL;100,0
2020-2021;Comunitat Valenciana;Hombres;3er año;Terminan años anteriores;47,7
2020-2021;Comunitat Valenciana;Hombres;3er año;Matriculado mismo ciclo;17,3
2020-2021;Comunitat Valenciana;Hombres;3er año;Matriculados otro ciclo;7,5
2020-2021;Comunitat Valenciana;Hombres;3er año;Bachillerato;0,7
2020-2021;Comunitat Valenciana;Hombres;3er año;Otras Enseñanzas;1,1
2020-2021;Comunitat Valenciana;Hombres;3er año;Sin Matricula;25,7
2020-2021;Comunitat Valenciana;Hombres;4º año;TOTAL;100,0
2020-2021;Comunitat Valenciana;Hombres;4º año;Terminan años anteriores;59,5
2020-2021;Comunitat Valenciana;Hombres;4º año;Matriculado mismo ciclo;5,0
2020-2021;Comunitat Valenciana;Hombres;4º año;Matriculados otro ciclo;5,0
2020-2021;Comunitat Valenciana;Hombres;4º año;Bachillerato;0,4
2020-2021;Comunitat Valenciana;Hombres;4º año;Otras Enseñanzas;1,2
2020-2021;Comunitat Valenciana;Hombres;4º año;Sin Matricula;28,9
2020-2021;Comunitat Valenciana;Hombres;5º año;TOTAL;..
2020-2021;Comunitat Valenciana;Hombres;5º año;Terminan años anteriores;..
2020-2021;Comunitat Valenciana;Hombres;5º año;Matriculado mismo ciclo;..
2020-2021;Comunitat Valenciana;Hombres;5º año;Matriculados otro ciclo;..
2020-2021;Comunitat Valenciana;Hombres;5º año;Bachillerato;..
2020-2021;Comunitat Valenciana;Hombres;5º año;Otras Enseñanzas;..
2020-2021;Comunitat Valenciana;Hombres;5º año;Sin Matricula;..
2020-2021;Comunitat Valenciana;Mujeres;2º año;TOTAL;100,0
2020-2021;Comunitat Valenciana;Mujeres;2º año;Terminan años anteriores;.
2020-2021;Comunitat Valenciana;Mujeres;2º año;Matriculado mismo ciclo;81,2
2020-2021;Comunitat Valenciana;Mujeres;2º año;Matriculados otro ciclo;4,6
2020-2021;Comunitat Valenciana;Mujeres;2º año;Bachillerato;0,5
2020-2021;Comunitat Valenciana;Mujeres;2º año;Otras Enseñanzas;0,8
2020-2021;Comunitat Valenciana;Mujeres;2º año;Sin Matricula;12,9
2020-2021;Comunitat Valenciana;Mujeres;3er año;TOTAL;100,0
2020-2021;Comunitat Valenciana;Mujeres;3er año;Terminan años anteriores;62,7
2020-2021;Comunitat Valenciana;Mujeres;3er año;Matriculado mismo ciclo;12,1
2020-2021;Comunitat Valenciana;Mujeres;3er año;Matriculados otro ciclo;5,4
2020-2021;Comunitat Valenciana;Mujeres;3er año;Bachillerato;0,4
2020-2021;Comunitat Valenciana;Mujeres;3er año;Otras Enseñanzas;1,0
2020-2021;Comunitat Valenciana;Mujeres;3er año;Sin Matricula;18,5
2020-2021;Comunitat Valenciana;Mujeres;4º año;TOTAL;100,0
2020-2021;Comunitat Valenciana;Mujeres;4º año;Terminan años anteriores;71,8
2020-2021;Comunitat Valenciana;Mujeres;4º año;Matriculado mismo ciclo;3,0
2020-2021;Comunitat Valenciana;Mujeres;4º año;Matriculados otro ciclo;3,6
2020-2021;Comunitat Valenciana;Mujeres;4º año;Bachillerato;0,3
2020-2021;Comunitat Valenciana;Mujeres;4º año;Otras Enseñanzas;1,0
2020-2021;Comunitat Valenciana;Mujeres;4º año;Sin Matricula;20,2
2020-2021;Comunitat Valenciana;Mujeres;5º año;TOTAL;..
2020-2021;Comunitat Valenciana;Mujeres;5º año;Terminan años anteriores;..
2020-2021;Comunitat Valenciana;Mujeres;5º año;Matriculado mismo ciclo;..
2020-2021;Comunitat Valenciana;Mujeres;5º año;Matriculados otro ciclo;..
2020-2021;Comunitat Valenciana;Mujeres;5º año;Bachillerato;..
2020-2021;Comunitat Valenciana;Mujeres;5º año;Otras Enseñanzas;..
2020-2021;Comunitat Valenciana;Mujeres;5º año;Sin Matricula;..
2020-2021;Extremadura;AMBOS SEXOS;2º año;TOTAL;100,0
2020-2021;Extremadura;AMBOS SEXOS;2º año;Terminan años anteriores;.
2020-2021;Extremadura;AMBOS SEXOS;2º año;Matriculado mismo ciclo;80,3
2020-2021;Extremadura;AMBOS SEXOS;2º año;Matriculados otro ciclo;3,8
2020-2021;Extremadura;AMBOS SEXOS;2º año;Bachillerato;0,5
2020-2021;Extremadura;AMBOS SEXOS;2º año;Otras Enseñanzas;0,8
2020-2021;Extremadura;AMBOS SEXOS;2º año;Sin Matricula;14,5
2020-2021;Extremadura;AMBOS SEXOS;3er año;TOTAL;100,0
2020-2021;Extremadura;AMBOS SEXOS;3er año;Terminan años anteriores;51,6
2020-2021;Extremadura;AMBOS SEXOS;3er año;Matriculado mismo ciclo;22,5
2020-2021;Extremadura;AMBOS SEXOS;3er año;Matriculados otro ciclo;4,9
2020-2021;Extremadura;AMBOS SEXOS;3er año;Bachillerato;0,5
2020-2021;Extremadura;AMBOS SEXOS;3er año;Otras Enseñanzas;0,7
2020-2021;Extremadura;AMBOS SEXOS;3er año;Sin Matricula;19,8
2020-2021;Extremadura;AMBOS SEXOS;4º año;TOTAL;100,0
2020-2021;Extremadura;AMBOS SEXOS;4º año;Terminan años anteriores;67,2
2020-2021;Extremadura;AMBOS SEXOS;4º año;Matriculado mismo ciclo;6,0
2020-2021;Extremadura;AMBOS SEXOS;4º año;Matriculados otro ciclo;4,3
2020-2021;Extremadura;AMBOS SEXOS;4º año;Bachillerato;0,5
2020-2021;Extremadura;AMBOS SEXOS;4º año;Otras Enseñanzas;0,5
2020-2021;Extremadura;AMBOS SEXOS;4º año;Sin Matricula;21,5
2020-2021;Extremadura;AMBOS SEXOS;5º año;TOTAL;..
2020-2021;Extremadura;AMBOS SEXOS;5º año;Terminan años anteriores;..
2020-2021;Extremadura;AMBOS SEXOS;5º año;Matriculado mismo ciclo;..
2020-2021;Extremadura;AMBOS SEXOS;5º año;Matriculados otro ciclo;..
2020-2021;Extremadura;AMBOS SEXOS;5º año;Bachillerato;..
2020-2021;Extremadura;AMBOS SEXOS;5º año;Otras Enseñanzas;..
2020-2021;Extremadura;AMBOS SEXOS;5º año;Sin Matricula;..
2020-2021;Extremadura;Hombres;2º año;TOTAL;100,0
2020-2021;Extremadura;Hombres;2º año;Terminan años anteriores;.
2020-2021;Extremadura;Hombres;2º año;Matriculado mismo ciclo;77,4
2020-2021;Extremadura;Hombres;2º año;Matriculados otro ciclo;5,1
2020-2021;Extremadura;Hombres;2º año;Bachillerato;0,6
2020-2021;Extremadura;Hombres;2º año;Otras Enseñanzas;0,8
2020-2021;Extremadura;Hombres;2º año;Sin Matricula;16,0
2020-2021;Extremadura;Hombres;3er año;TOTAL;100,0
2020-2021;Extremadura;Hombres;3er año;Terminan años anteriores;46,3
2020-2021;Extremadura;Hombres;3er año;Matriculado mismo ciclo;23,9
2020-2021;Extremadura;Hombres;3er año;Matriculados otro ciclo;5,9
2020-2021;Extremadura;Hombres;3er año;Bachillerato;0,7
2020-2021;Extremadura;Hombres;3er año;Otras Enseñanzas;0,6
2020-2021;Extremadura;Hombres;3er año;Sin Matricula;22,5
2020-2021;Extremadura;Hombres;4º año;TOTAL;100,0
2020-2021;Extremadura;Hombres;4º año;Terminan años anteriores;62,1
2020-2021;Extremadura;Hombres;4º año;Matriculado mismo ciclo;7,5
2020-2021;Extremadura;Hombres;4º año;Matriculados otro ciclo;4,2
2020-2021;Extremadura;Hombres;4º año;Bachillerato;0,6
2020-2021;Extremadura;Hombres;4º año;Otras Enseñanzas;0,5
2020-2021;Extremadura;Hombres;4º año;Sin Matricula;25,2
2020-2021;Extremadura;Hombres;5º año;TOTAL;..
2020-2021;Extremadura;Hombres;5º año;Terminan años anteriores;..
2020-2021;Extremadura;Hombres;5º año;Matriculado mismo ciclo;..
2020-2021;Extremadura;Hombres;5º año;Matriculados otro ciclo;..
2020-2021;Extremadura;Hombres;5º año;Bachillerato;..
2020-2021;Extremadura;Hombres;5º año;Otras Enseñanzas;..
2020-2021;Extremadura;Hombres;5º año;Sin Matricula;..
2020-2021;Extremadura;Mujeres;2º año;TOTAL;100,0
2020-2021;Extremadura;Mujeres;2º año;Terminan años anteriores;.
2020-2021;Extremadura;Mujeres;2º año;Matriculado mismo ciclo;84,1
2020-2021;Extremadura;Mujeres;2º año;Matriculados otro ciclo;2,3
2020-2021;Extremadura;Mujeres;2º año;Bachillerato;0,3
2020-2021;Extremadura;Mujeres;2º año;Otras Enseñanzas;0,8
2020-2021;Extremadura;Mujeres;2º año;Sin Matricula;12,6
2020-2021;Extremadura;Mujeres;3er año;TOTAL;100,0
2020-2021;Extremadura;Mujeres;3er año;Terminan años anteriores;58,3
2020-2021;Extremadura;Mujeres;3er año;Matriculado mismo ciclo;20,7
2020-2021;Extremadura;Mujeres;3er año;Matriculados otro ciclo;3,6
2020-2021;Extremadura;Mujeres;3er año;Bachillerato;0,3
2020-2021;Extremadura;Mujeres;3er año;Otras Enseñanzas;0,8
2020-2021;Extremadura;Mujeres;3er año;Sin Matricula;16,4
2020-2021;Extremadura;Mujeres;4º año;TOTAL;100,0
2020-2021;Extremadura;Mujeres;4º año;Terminan años anteriores;73,7
2020-2021;Extremadura;Mujeres;4º año;Matriculado mismo ciclo;4,1
2020-2021;Extremadura;Mujeres;4º año;Matriculados otro ciclo;4,5
2020-2021;Extremadura;Mujeres;4º año;Bachillerato;0,5
2020-2021;Extremadura;Mujeres;4º año;Otras Enseñanzas;0,5
2020-2021;Extremadura;Mujeres;4º año;Sin Matricula;16,7
2020-2021;Extremadura;Mujeres;5º año;TOTAL;..
2020-2021;Extremadura;Mujeres;5º año;Terminan años anteriores;..
2020-2021;Extremadura;Mujeres;5º año;Matriculado mismo ciclo;..
2020-2021;Extremadura;Mujeres;5º año;Matriculados otro ciclo;..
2020-2021;Extremadura;Mujeres;5º año;Bachillerato;..
2020-2021;Extremadura;Mujeres;5º año;Otras Enseñanzas;..
2020-2021;Extremadura;Mujeres;5º año;Sin Matricula;..
2020-2021;Galicia;AMBOS SEXOS;2º año;TOTAL;100,0
2020-2021;Galicia;AMBOS SEXOS;2º año;Terminan años anteriores;.
2020-2021;Galicia;AMBOS SEXOS;2º año;Matriculado mismo ciclo;75,0
2020-2021;Galicia;AMBOS SEXOS;2º año;Matriculados otro ciclo;7,7
2020-2021;Galicia;AMBOS SEXOS;2º año;Bachillerato;1,3
2020-2021;Galicia;AMBOS SEXOS;2º año;Otras Enseñanzas;0,8
2020-2021;Galicia;AMBOS SEXOS;2º año;Sin Matricula;15,2
2020-2021;Galicia;AMBOS SEXOS;3er año;TOTAL;100,0
2020-2021;Galicia;AMBOS SEXOS;3er año;Terminan años anteriores;46,9
2020-2021;Galicia;AMBOS SEXOS;3er año;Matriculado mismo ciclo;20,6
2020-2021;Galicia;AMBOS SEXOS;3er año;Matriculados otro ciclo;8,1
2020-2021;Galicia;AMBOS SEXOS;3er año;Bachillerato;1,2
2020-2021;Galicia;AMBOS SEXOS;3er año;Otras Enseñanzas;0,8
2020-2021;Galicia;AMBOS SEXOS;3er año;Sin Matricula;22,4
2020-2021;Galicia;AMBOS SEXOS;4º año;TOTAL;100,0
2020-2021;Galicia;AMBOS SEXOS;4º año;Terminan años anteriores;61,9
2020-2021;Galicia;AMBOS SEXOS;4º año;Matriculado mismo ciclo;5,8
2020-2021;Galicia;AMBOS SEXOS;4º año;Matriculados otro ciclo;6,4
2020-2021;Galicia;AMBOS SEXOS;4º año;Bachillerato;0,7
